category	ngram	model	epoch	metric	value
politics_science	1	cnn	test	accuracy	0.522889256477356
politics_science	1	cnn	test	precision	nan
politics_science	1	cnn	test	recall	0.03030303120613098
politics_science	1	wordembavg_2linear	0	loss	0.6936650723218918
politics_science	1	wordembavg_2linear	0	accuracy	0.5331632643938065
politics_science	1	wordembavg_2linear	0	precision	0.5433357134461403
politics_science	1	wordembavg_2linear	0	recall	0.7503476291894913
politics_science	1	wordembavg_2linear	1	loss	0.7401370257139206
politics_science	1	wordembavg_2linear	1	accuracy	0.48182398080825806
politics_science	1	wordembavg_2linear	1	precision	nan
politics_science	1	wordembavg_2linear	1	recall	0.006756756920367479
politics_science	1	wordembavg_2linear	2	loss	0.6978747844696045
politics_science	1	wordembavg_2linear	2	accuracy	0.5088488459587097
politics_science	1	wordembavg_2linear	2	precision	0.5561497360467911
politics_science	1	wordembavg_2linear	2	recall	0.2003195807337761
politics_science	1	wordembavg_2linear	3	loss	0.6980385035276413
politics_science	1	wordembavg_2linear	3	accuracy	0.5181760191917419
politics_science	1	wordembavg_2linear	3	precision	0.5181760191917419
politics_science	1	wordembavg_2linear	3	recall	1.0
politics_science	1	wordembavg_2linear	4	loss	0.7023598700761795
politics_science	1	wordembavg_2linear	4	accuracy	0.47401148080825806
politics_science	1	wordembavg_2linear	4	precision	0.4868421033024788
politics_science	1	wordembavg_2linear	4	recall	0.21707633882761002
politics_science	1	wordembavg_2linear	test	loss	0.7070809602737427
politics_science	1	wordembavg_2linear	test	accuracy	0.5063048303127289
politics_science	1	wordembavg_2linear	test	precision	0.23076923191547394
politics_science	1	wordembavg_2linear	test	recall	0.11999999731779099
politics_science	1	lstm	0	loss	0.7561118602752686
politics_science	1	lstm	0	accuracy	0.48182398080825806
politics_science	1	lstm	0	precision	nan
politics_science	1	lstm	0	recall	0.0
politics_science	1	lstm	1	loss	0.6921622306108475
politics_science	1	lstm	1	accuracy	0.5181760191917419
politics_science	1	lstm	1	precision	0.5181760191917419
politics_science	1	lstm	1	recall	1.0
politics_science	1	lstm	2	loss	0.6997394412755966
politics_science	1	lstm	2	accuracy	0.48573023080825806
politics_science	1	lstm	2	precision	nan
politics_science	1	lstm	2	recall	0.06684557534754276
politics_science	1	lstm	3	loss	0.8234639763832092
politics_science	1	lstm	3	accuracy	0.5479113459587097
politics_science	1	lstm	3	precision	0.6221344023942947
politics_science	1	lstm	3	recall	0.313992477953434
politics_science	1	lstm	4	loss	1.0416021645069122
politics_science	1	lstm	4	accuracy	0.5377072691917419
politics_science	1	lstm	4	precision	0.5662609934806824
politics_science	1	lstm	4	recall	0.4597008526325226
politics_science	1	lstm	test	loss	0.8582287728786469
politics_science	1	lstm	test	accuracy	0.6185581088066101
politics_science	1	lstm	test	precision	0.5886752307415009
politics_science	1	lstm	test	recall	0.628484845161438
politics_sports	1	cnn	0	loss	3.12027899424235
politics_sports	1	cnn	0	accuracy	0.32653601964314777
politics_sports	1	cnn	0	precision	nan
politics_sports	1	cnn	0	recall	0.0
politics_sports	1	cnn	1	loss	2.619595527648926
politics_sports	1	cnn	1	accuracy	0.6734639803568522
politics_sports	1	cnn	1	precision	0.6734639803568522
politics_sports	1	cnn	1	recall	1.0
politics_sports	1	cnn	2	loss	1.0386356115341187
politics_sports	1	cnn	2	accuracy	0.33174435297648114
politics_sports	1	cnn	2	precision	nan
politics_sports	1	cnn	2	recall	0.006944444651405017
politics_sports	1	cnn	3	loss	1.1569239695866902
politics_sports	1	cnn	3	accuracy	0.6734639803568522
politics_sports	1	cnn	3	precision	0.6734639803568522
politics_sports	1	cnn	3	recall	1.0
politics_sports	1	cnn	4	loss	0.8159684936205546
politics_sports	1	cnn	4	accuracy	0.6678142746289571
politics_sports	1	cnn	4	precision	0.6715158025423685
politics_sports	1	cnn	4	recall	0.9914529919624329
politics_sports	1	cnn	test	loss	0.830558717250824
politics_sports	1	cnn	test	accuracy	0.6880208253860474
politics_sports	1	cnn	test	precision	0.6880208253860474
politics_sports	1	cnn	test	recall	1.0
politics_sports	1	wordembavg_2linear	0	loss	0.6946011781692505
politics_sports	1	wordembavg_2linear	0	accuracy	0.6734639803568522
politics_sports	1	wordembavg_2linear	0	precision	0.6734639803568522
politics_sports	1	wordembavg_2linear	0	recall	1.0
politics_sports	1	wordembavg_2linear	1	loss	0.6424553195635477
politics_sports	1	wordembavg_2linear	1	accuracy	0.6734639803568522
politics_sports	1	wordembavg_2linear	1	precision	0.6734639803568522
politics_sports	1	wordembavg_2linear	1	recall	1.0
politics_sports	1	wordembavg_2linear	2	loss	0.6920358737309774
politics_sports	1	wordembavg_2linear	2	accuracy	0.5271009902159373
politics_sports	1	wordembavg_2linear	2	precision	0.641756276289622
politics_sports	1	wordembavg_2linear	2	recall	0.5331196536620458
politics_sports	1	wordembavg_2linear	3	loss	0.694779654343923
politics_sports	1	wordembavg_2linear	3	accuracy	0.39556849996248883
politics_sports	1	wordembavg_2linear	3	precision	0.79191921154658
politics_sports	1	wordembavg_2linear	3	recall	0.120726494739453
politics_sports	1	wordembavg_2linear	4	loss	0.6695674061775208
politics_sports	1	wordembavg_2linear	4	accuracy	0.6730226079622904
politics_sports	1	wordembavg_2linear	4	precision	0.6765873034795126
politics_sports	1	wordembavg_2linear	4	recall	0.9829059839248657
politics_sports	1	wordembavg_2linear	test	loss	0.6670933961868286
politics_sports	1	wordembavg_2linear	test	accuracy	0.6958333253860474
politics_sports	1	wordembavg_2linear	test	precision	0.7023809552192688
politics_sports	1	wordembavg_2linear	test	recall	0.97826087474823
politics_sports	1	lstm	0	loss	0.6353137095769247
politics_sports	1	lstm	0	accuracy	0.6734639803568522
politics_sports	1	lstm	0	precision	0.6734639803568522
politics_sports	1	lstm	0	recall	1.0
politics_sports	1	lstm	1	loss	0.6482402682304382
politics_sports	1	lstm	1	accuracy	0.6734639803568522
politics_sports	1	lstm	1	precision	0.6734639803568522
politics_sports	1	lstm	1	recall	1.0
politics_sports	1	lstm	2	loss	0.6375085711479187
politics_sports	1	lstm	2	accuracy	0.6734639803568522
politics_sports	1	lstm	2	precision	0.6734639803568522
politics_sports	1	lstm	2	recall	1.0
politics_sports	1	lstm	3	loss	0.6383329629898071
politics_sports	1	lstm	3	accuracy	0.6734639803568522
politics_sports	1	lstm	3	precision	0.6734639803568522
politics_sports	1	lstm	3	recall	1.0
politics_sports	1	lstm	4	loss	0.7440366347630819
politics_sports	1	lstm	4	accuracy	0.5358403921127319
politics_sports	1	lstm	4	precision	0.6789562503496805
politics_sports	1	lstm	4	recall	0.6367521484692892
politics_sports	1	lstm	test	loss	0.6948695778846741
politics_sports	1	lstm	test	accuracy	0.6458333432674408
politics_sports	1	lstm	test	precision	0.7172093093395233
politics_sports	1	lstm	test	recall	0.7848383486270905
politics	1	cnn	0	loss	0.7950648459104391
politics	1	cnn	0	accuracy	0.9272550367392026
politics	1	cnn	0	precision	nan
politics	1	cnn	0	recall	0.0
politics	1	cnn	1	loss	0.3064541994379117
politics	1	cnn	1	accuracy	0.9026156136622796
politics	1	cnn	1	precision	nan
politics	1	cnn	1	recall	0.025320513317218192
politics	1	cnn	2	loss	0.36440084072259754
politics	1	cnn	2	accuracy	0.8839571888630207
politics	1	cnn	2	precision	nan
politics	1	cnn	2	recall	0.0301282056249105
politics	1	cnn	3	loss	0.6585009957735355
politics	1	cnn	3	accuracy	0.7139423076923077
politics	1	cnn	3	precision	0.07681327126920223
politics	1	cnn	3	recall	0.2626373664690898
politics	1	cnn	4	loss	0.8325645321836839
politics	1	cnn	4	accuracy	0.9272550367392026
politics	1	cnn	4	precision	nan
politics	1	cnn	4	recall	0.0
politics	1	cnn	test	loss	0.7450354821406878
politics	1	cnn	test	accuracy	0.932247152695289
politics	1	cnn	test	precision	nan
politics	1	cnn	test	recall	0.0
politics	1	wordembavg_2linear	0	loss	0.28551326806728655
politics	1	wordembavg_2linear	0	accuracy	0.9272550367392026
politics	1	wordembavg_2linear	0	precision	nan
politics	1	wordembavg_2linear	0	recall	0.0
politics	1	wordembavg_2linear	1	loss	0.3348203971982002
politics	1	wordembavg_2linear	1	accuracy	0.9272550367392026
politics	1	wordembavg_2linear	1	precision	nan
politics	1	wordembavg_2linear	1	recall	0.0
politics	1	wordembavg_2linear	2	loss	0.30509573507767457
politics	1	wordembavg_2linear	2	accuracy	0.9272550367392026
politics	1	wordembavg_2linear	2	precision	nan
politics	1	wordembavg_2linear	2	recall	0.0
politics	1	wordembavg_2linear	3	loss	0.3339117713845693
politics	1	wordembavg_2linear	3	accuracy	0.9272550367392026
politics	1	wordembavg_2linear	3	precision	nan
politics	1	wordembavg_2linear	3	recall	0.0
politics	1	wordembavg_2linear	4	loss	0.42624955968214917
politics	1	wordembavg_2linear	4	accuracy	0.9272550367392026
politics	1	wordembavg_2linear	4	precision	nan
politics	1	wordembavg_2linear	4	recall	0.0
politics	1	wordembavg_2linear	test	loss	0.33932945132255554
politics	1	wordembavg_2linear	test	accuracy	0.9336716532707214
politics	1	wordembavg_2linear	test	precision	nan
politics	1	wordembavg_2linear	test	recall	0.0
politics	1	lstm	0	loss	0.26290454543553865
politics	1	lstm	0	accuracy	0.9272550367392026
politics	1	lstm	0	precision	nan
politics	1	lstm	0	recall	0.0
politics	1	lstm	1	loss	0.26111776209794557
politics	1	lstm	1	accuracy	0.9272550367392026
politics	1	lstm	1	precision	nan
politics	1	lstm	1	recall	0.0
politics	1	lstm	2	loss	0.2615520151761862
politics	1	lstm	2	accuracy	0.9272550367392026
politics	1	lstm	2	precision	nan
politics	1	lstm	2	recall	0.0
politics	1	lstm	3	loss	0.2730669184372975
politics	1	lstm	3	accuracy	0.9272550367392026
politics	1	lstm	3	precision	nan
politics	1	lstm	3	recall	0.0
politics	1	lstm	4	loss	0.30481124497376955
politics	1	lstm	4	accuracy	0.9152358059699719
politics	1	lstm	4	precision	nan
politics	1	lstm	4	recall	0.017307692422316626
politics	1	lstm	test	loss	0.2715939386532857
politics	1	lstm	test	accuracy	0.92098468542099
politics	1	lstm	test	precision	nan
politics	1	lstm	test	recall	0.17307692307692307
politics_comedy	2	cnn	0	loss	0.9364944577217102
politics_comedy	2	cnn	0	accuracy	0.44985119104385374
politics_comedy	2	cnn	0	precision	0.3996524453163147
politics_comedy	2	cnn	0	recall	0.6431263744831085
politics_comedy	2	cnn	1	loss	2.2658124208450316
politics_comedy	2	cnn	1	accuracy	0.4293154776096344
politics_comedy	2	cnn	1	precision	0.4163284659385681
politics_comedy	2	cnn	1	recall	0.9263616561889648
politics_comedy	2	cnn	2	loss	2.9742480754852294
politics_comedy	2	cnn	2	accuracy	0.5767857193946838
politics_comedy	2	cnn	2	precision	nan
politics_comedy	2	cnn	2	recall	0.011764705926179887
politics_comedy	2	cnn	3	loss	2.1317063093185427
politics_comedy	2	cnn	3	accuracy	0.41532738208770753
politics_comedy	2	cnn	3	precision	0.41586081981658934
politics_comedy	2	cnn	3	recall	0.9792592644691467
politics_comedy	2	cnn	4	loss	2.5904445171356203
politics_comedy	2	cnn	4	accuracy	0.5705357193946838
politics_comedy	2	cnn	4	precision	nan
politics_comedy	2	cnn	4	recall	0.054466231167316435
politics_comedy	2	cnn	test	loss	2.3654158115386963
politics_comedy	2	cnn	test	accuracy	0.547821968793869
politics_comedy	2	cnn	test	precision	nan
politics_comedy	2	cnn	test	recall	0.037986705700556435
politics_comedy	2	wordembavg_2linear	0	loss	0.6842772603034973
politics_comedy	2	wordembavg_2linear	0	accuracy	0.5815476179122925
politics_comedy	2	wordembavg_2linear	0	precision	nan
politics_comedy	2	wordembavg_2linear	0	recall	0.0
politics_comedy	2	wordembavg_2linear	1	loss	0.6873560667037963
politics_comedy	2	wordembavg_2linear	1	accuracy	0.5815476179122925
politics_comedy	2	wordembavg_2linear	1	precision	nan
politics_comedy	2	wordembavg_2linear	1	recall	0.0
politics_comedy	2	wordembavg_2linear	2	loss	0.7034977555274964
politics_comedy	2	wordembavg_2linear	2	accuracy	0.5815476179122925
politics_comedy	2	wordembavg_2linear	2	precision	nan
politics_comedy	2	wordembavg_2linear	2	recall	0.0
politics_comedy	2	wordembavg_2linear	3	loss	0.6904972553253174
politics_comedy	2	wordembavg_2linear	3	accuracy	0.5815476179122925
politics_comedy	2	wordembavg_2linear	3	precision	nan
politics_comedy	2	wordembavg_2linear	3	recall	0.0
politics_comedy	2	wordembavg_2linear	4	loss	0.6844226360321045
politics_comedy	2	wordembavg_2linear	4	accuracy	0.5815476179122925
politics_comedy	2	wordembavg_2linear	4	precision	nan
politics_comedy	2	wordembavg_2linear	4	recall	0.0
politics_comedy	2	wordembavg_2linear	test	loss	0.6954928636550903
politics_comedy	2	wordembavg_2linear	test	accuracy	0.547821968793869
politics_comedy	2	wordembavg_2linear	test	precision	nan
politics_comedy	2	wordembavg_2linear	test	recall	0.0
politics_education	2	cnn	0	loss	3.0122589468955994
politics_education	2	cnn	0	accuracy	0.5015624985098839
politics_education	2	cnn	0	precision	0.5015624985098839
politics_education	2	cnn	0	recall	1.0
politics_education	2	cnn	1	loss	2.425300806760788
politics_education	2	cnn	1	accuracy	0.5187499970197678
politics_education	2	cnn	1	precision	0.5711805671453476
politics_education	2	cnn	1	recall	0.29388164542615414
politics_education	2	cnn	2	loss	2.159303665161133
politics_education	2	cnn	2	accuracy	0.5015624985098839
politics_education	2	cnn	2	precision	0.5015624985098839
politics_education	2	cnn	2	recall	1.0
politics_education	2	cnn	3	loss	0.9161259531974792
politics_education	2	cnn	3	accuracy	0.5679687559604645
politics_education	2	cnn	3	precision	0.5836099162697792
politics_education	2	cnn	3	recall	0.5546703413128853
politics_education	2	cnn	4	loss	0.9637762755155563
politics_education	2	cnn	4	accuracy	0.5562500059604645
politics_education	2	cnn	4	precision	0.5544886365532875
politics_education	2	cnn	4	recall	0.5103479996323586
politics_education	2	cnn	test	loss	1.0997771322727203
politics_education	2	cnn	test	accuracy	0.519717276096344
politics_education	2	cnn	test	precision	0.6151960790157318
politics_education	2	cnn	test	recall	0.503783792257309
politics_education	2	wordembavg_2linear	0	loss	0.7745140045881271
politics_education	2	wordembavg_2linear	0	accuracy	0.5015624985098839
politics_education	2	wordembavg_2linear	0	precision	0.5015624985098839
politics_education	2	wordembavg_2linear	0	recall	1.0
politics_education	2	wordembavg_2linear	1	loss	0.78409543633461
politics_education	2	wordembavg_2linear	1	accuracy	0.5015624985098839
politics_education	2	wordembavg_2linear	1	precision	0.5015624985098839
politics_education	2	wordembavg_2linear	1	recall	1.0
politics_education	2	wordembavg_2linear	2	loss	0.722008615732193
politics_education	2	wordembavg_2linear	2	accuracy	0.5015624985098839
politics_education	2	wordembavg_2linear	2	precision	0.5015624985098839
politics_education	2	wordembavg_2linear	2	recall	1.0
politics_education	2	wordembavg_2linear	3	loss	0.7129230201244354
politics_education	2	wordembavg_2linear	3	accuracy	0.5015624985098839
politics_education	2	wordembavg_2linear	3	precision	0.5015624985098839
politics_education	2	wordembavg_2linear	3	recall	1.0
politics_education	2	wordembavg_2linear	4	loss	0.7178787887096405
politics_education	2	wordembavg_2linear	4	accuracy	0.5015624985098839
politics_education	2	wordembavg_2linear	4	precision	0.5015624985098839
politics_education	2	wordembavg_2linear	4	recall	1.0
politics_education	2	wordembavg_2linear	test	loss	0.6794742047786713
politics_education	2	wordembavg_2linear	test	accuracy	0.5866815447807312
politics_education	2	wordembavg_2linear	test	precision	0.5866815447807312
politics_education	2	wordembavg_2linear	test	recall	1.0
politics_entertainment	2	cnn	0	loss	2.0478506326675414
politics_entertainment	2	cnn	0	accuracy	0.78125
politics_entertainment	2	cnn	0	precision	nan
politics_entertainment	2	cnn	0	recall	0.0
politics_entertainment	2	cnn	1	loss	0.797482705116272
politics_entertainment	2	cnn	1	accuracy	0.771875
politics_entertainment	2	cnn	1	precision	nan
politics_entertainment	2	cnn	1	recall	0.13478535488247873
politics_entertainment	2	cnn	2	loss	4.5312102198600765
politics_entertainment	2	cnn	2	accuracy	0.325
politics_entertainment	2	cnn	2	precision	0.26161920800805094
politics_entertainment	2	cnn	2	recall	0.782727274298668
politics_entertainment	2	cnn	3	loss	3.160374230146408
politics_entertainment	2	cnn	3	accuracy	0.78125
politics_entertainment	2	cnn	3	precision	nan
politics_entertainment	2	cnn	3	recall	0.0
politics_entertainment	2	cnn	4	loss	4.525873064994812
politics_entertainment	2	cnn	4	accuracy	0.284375
politics_entertainment	2	cnn	4	precision	0.2340460568666458
politics_entertainment	2	cnn	4	recall	0.9307900488376617
politics_entertainment	2	cnn	test	loss	4.326591897010803
politics_entertainment	2	cnn	test	accuracy	0.26071428656578066
politics_entertainment	2	cnn	test	precision	0.22135941684246063
politics_entertainment	2	cnn	test	recall	0.8575894713401795
politics_entertainment	2	wordembavg_2linear	0	loss	0.5406625866889954
politics_entertainment	2	wordembavg_2linear	0	accuracy	0.78125
politics_entertainment	2	wordembavg_2linear	0	precision	nan
politics_entertainment	2	wordembavg_2linear	0	recall	0.0
politics_entertainment	2	wordembavg_2linear	1	loss	0.5393697381019592
politics_entertainment	2	wordembavg_2linear	1	accuracy	0.78125
politics_entertainment	2	wordembavg_2linear	1	precision	nan
politics_entertainment	2	wordembavg_2linear	1	recall	0.0
politics_entertainment	2	wordembavg_2linear	2	loss	0.5401685923337937
politics_entertainment	2	wordembavg_2linear	2	accuracy	0.78125
politics_entertainment	2	wordembavg_2linear	2	precision	nan
politics_entertainment	2	wordembavg_2linear	2	recall	0.0
politics_entertainment	2	wordembavg_2linear	3	loss	0.5364587247371674
politics_entertainment	2	wordembavg_2linear	3	accuracy	0.78125
politics_entertainment	2	wordembavg_2linear	3	precision	nan
politics_entertainment	2	wordembavg_2linear	3	recall	0.0
politics_entertainment	2	wordembavg_2linear	4	loss	0.5389526039361954
politics_entertainment	2	wordembavg_2linear	4	accuracy	0.78125
politics_entertainment	2	wordembavg_2linear	4	precision	nan
politics_entertainment	2	wordembavg_2linear	4	recall	0.0
politics_entertainment	2	wordembavg_2linear	test	loss	0.5583359122276306
politics_entertainment	2	wordembavg_2linear	test	accuracy	0.7683928608894348
politics_entertainment	2	wordembavg_2linear	test	precision	nan
politics_entertainment	2	wordembavg_2linear	test	recall	0.0
politics_film	2	cnn	0	loss	4.958189129829407
politics_film	2	cnn	0	accuracy	0.3956473246216774
politics_film	2	cnn	0	precision	nan
politics_film	2	cnn	0	recall	0.0
politics_film	2	cnn	1	loss	2.8063031136989594
politics_film	2	cnn	1	accuracy	0.6043526828289032
politics_film	2	cnn	1	precision	0.6043526828289032
politics_film	2	cnn	1	recall	1.0
politics_film	2	cnn	2	loss	0.922303780913353
politics_film	2	cnn	2	accuracy	0.5825892835855484
politics_film	2	cnn	2	precision	0.6083991974592209
politics_film	2	cnn	2	recall	0.908361479640007
politics_film	2	cnn	3	loss	1.3019485771656036
politics_film	2	cnn	3	accuracy	0.4056919664144516
politics_film	2	cnn	3	precision	nan
politics_film	2	cnn	3	recall	0.04062500037252903
politics_film	2	cnn	4	loss	1.665648713707924
politics_film	2	cnn	4	accuracy	0.6043526828289032
politics_film	2	cnn	4	precision	0.6043526828289032
politics_film	2	cnn	4	recall	1.0
politics_film	2	cnn	test	loss	2.0637829899787903
politics_film	2	cnn	test	accuracy	0.6017628312110901
politics_film	2	cnn	test	precision	0.6017628312110901
politics_film	2	cnn	test	recall	1.0
politics_film	2	wordembavg_2linear	0	loss	0.6725236177444458
politics_film	2	wordembavg_2linear	0	accuracy	0.6043526828289032
politics_film	2	wordembavg_2linear	0	precision	0.6043526828289032
politics_film	2	wordembavg_2linear	0	recall	1.0
politics_film	2	wordembavg_2linear	1	loss	0.6729308664798737
politics_film	2	wordembavg_2linear	1	accuracy	0.6043526828289032
politics_film	2	wordembavg_2linear	1	precision	0.6043526828289032
politics_film	2	wordembavg_2linear	1	recall	1.0
politics_film	2	wordembavg_2linear	2	loss	0.675705075263977
politics_film	2	wordembavg_2linear	2	accuracy	0.6043526828289032
politics_film	2	wordembavg_2linear	2	precision	0.6043526828289032
politics_film	2	wordembavg_2linear	2	recall	1.0
politics_film	2	wordembavg_2linear	3	loss	0.6770787686109543
politics_film	2	wordembavg_2linear	3	accuracy	0.6043526828289032
politics_film	2	wordembavg_2linear	3	precision	0.6043526828289032
politics_film	2	wordembavg_2linear	3	recall	1.0
politics_film	2	wordembavg_2linear	4	loss	0.6718893647193909
politics_film	2	wordembavg_2linear	4	accuracy	0.6043526828289032
politics_film	2	wordembavg_2linear	4	precision	0.6043526828289032
politics_film	2	wordembavg_2linear	4	recall	1.0
politics_film	2	wordembavg_2linear	test	loss	0.6723900437355042
politics_film	2	wordembavg_2linear	test	accuracy	0.6017628312110901
politics_film	2	wordembavg_2linear	test	precision	0.6017628312110901
politics_film	2	wordembavg_2linear	test	recall	1.0
politics_howto	2	cnn	0	loss	1.2146542469660442
politics_howto	2	cnn	0	accuracy	0.6424851218859354
politics_howto	2	cnn	0	precision	nan
politics_howto	2	cnn	0	recall	0.0
politics_howto	2	cnn	1	loss	1.983654757340749
politics_howto	2	cnn	1	accuracy	0.4419642885526021
politics_howto	2	cnn	1	precision	0.38263387978076935
politics_howto	2	cnn	1	recall	0.7835858563582102
politics_howto	2	cnn	2	loss	1.903490126132965
politics_howto	2	cnn	2	accuracy	0.6238839328289032
politics_howto	2	cnn	2	precision	nan
politics_howto	2	cnn	2	recall	0.013888889302810034
politics_howto	2	cnn	3	loss	0.866548220316569
politics_howto	2	cnn	3	accuracy	0.4564732164144516
politics_howto	2	cnn	3	precision	0.3374302809437116
politics_howto	2	cnn	3	recall	0.5097101529439291
politics_howto	2	cnn	4	loss	1.1379433770974476
politics_howto	2	cnn	4	accuracy	0.3731398830811183
politics_howto	2	cnn	4	precision	0.3325143779317538
politics_howto	2	cnn	4	recall	0.7763394812742869
politics_howto	2	cnn	test	loss	1.18277903397878
politics_howto	2	cnn	test	accuracy	0.42071759700775146
politics_howto	2	cnn	test	precision	0.3677384356657664
politics_howto	2	cnn	test	recall	0.8394648830095927
politics_howto	2	wordembavg_2linear	0	loss	0.6497990588347117
politics_howto	2	wordembavg_2linear	0	accuracy	0.6424851218859354
politics_howto	2	wordembavg_2linear	0	precision	nan
politics_howto	2	wordembavg_2linear	0	recall	0.0
politics_howto	2	wordembavg_2linear	1	loss	0.6547578771909078
politics_howto	2	wordembavg_2linear	1	accuracy	0.6424851218859354
politics_howto	2	wordembavg_2linear	1	precision	nan
politics_howto	2	wordembavg_2linear	1	recall	0.0
politics_howto	2	wordembavg_2linear	2	loss	0.6502306262652079
politics_howto	2	wordembavg_2linear	2	accuracy	0.6424851218859354
politics_howto	2	wordembavg_2linear	2	precision	nan
politics_howto	2	wordembavg_2linear	2	recall	0.0
politics_howto	2	wordembavg_2linear	3	loss	0.6532271007696787
politics_howto	2	wordembavg_2linear	3	accuracy	0.6424851218859354
politics_howto	2	wordembavg_2linear	3	precision	nan
politics_howto	2	wordembavg_2linear	3	recall	0.0
politics_howto	2	wordembavg_2linear	4	loss	0.650969793399175
politics_howto	2	wordembavg_2linear	4	accuracy	0.6424851218859354
politics_howto	2	wordembavg_2linear	4	precision	nan
politics_howto	2	wordembavg_2linear	4	recall	0.0
politics_howto	2	wordembavg_2linear	test	loss	0.6507040659586588
politics_howto	2	wordembavg_2linear	test	accuracy	0.6452546318372091
politics_howto	2	wordembavg_2linear	test	precision	nan
politics_howto	2	wordembavg_2linear	test	recall	0.0
politics_music	2	cnn	0	loss	1.244382604956627
politics_music	2	cnn	0	accuracy	0.4797893986105919
politics_music	2	cnn	0	precision	0.4756675362586975
politics_music	2	cnn	0	recall	0.8520337343215942
politics_music	2	cnn	1	loss	0.8900526463985443
politics_music	2	cnn	1	accuracy	0.5232676565647125
politics_music	2	cnn	1	precision	0.5041564851999283
politics_music	2	cnn	1	recall	0.8392857164144516
politics_music	2	cnn	2	loss	1.1426225900650024
politics_music	2	cnn	2	accuracy	0.5084918439388275
politics_music	2	cnn	2	precision	nan
politics_music	2	cnn	2	recall	0.0078125
politics_music	2	cnn	3	loss	1.9923311173915863
politics_music	2	cnn	3	accuracy	0.4945652186870575
politics_music	2	cnn	3	precision	0.4877912253141403
politics_music	2	cnn	3	recall	0.9459821432828903
politics_music	2	cnn	4	loss	1.6362398564815521
politics_music	2	cnn	4	accuracy	0.5006793439388275
politics_music	2	cnn	4	precision	0.3500000014901161
politics_music	2	cnn	4	recall	0.0234375
politics_music	2	cnn	test	loss	2.2233619689941406
politics_music	2	cnn	test	accuracy	0.36434659361839294
politics_music	2	cnn	test	precision	0.1666666716337204
politics_music	2	cnn	test	recall	0.011363636702299118
politics_music	2	wordembavg_2linear	0	loss	0.7184542417526245
politics_music	2	wordembavg_2linear	0	accuracy	0.4845448359847069
politics_music	2	wordembavg_2linear	0	precision	0.4845448359847069
politics_music	2	wordembavg_2linear	0	recall	1.0
politics_music	2	wordembavg_2linear	1	loss	0.6946824193000793
politics_music	2	wordembavg_2linear	1	accuracy	0.4845448359847069
politics_music	2	wordembavg_2linear	1	precision	0.4845448359847069
politics_music	2	wordembavg_2linear	1	recall	1.0
politics_music	2	wordembavg_2linear	2	loss	0.6956462413072586
politics_music	2	wordembavg_2linear	2	accuracy	0.4845448359847069
politics_music	2	wordembavg_2linear	2	precision	0.4845448359847069
politics_music	2	wordembavg_2linear	2	recall	1.0
politics_music	2	wordembavg_2linear	3	loss	0.6966947168111801
politics_music	2	wordembavg_2linear	3	accuracy	0.4845448359847069
politics_music	2	wordembavg_2linear	3	precision	0.4845448359847069
politics_music	2	wordembavg_2linear	3	recall	1.0
politics_music	2	wordembavg_2linear	4	loss	0.6976415812969208
politics_music	2	wordembavg_2linear	4	accuracy	0.4845448359847069
politics_music	2	wordembavg_2linear	4	precision	0.4845448359847069
politics_music	2	wordembavg_2linear	4	recall	1.0
politics_music	2	wordembavg_2linear	test	loss	0.6795206069946289
politics_music	2	wordembavg_2linear	test	accuracy	0.6164772808551788
politics_music	2	wordembavg_2linear	test	precision	0.6164772808551788
politics_music	2	wordembavg_2linear	test	recall	1.0
politics_people	2	cnn	0	loss	3.1583988666534424
politics_people	2	cnn	0	accuracy	0.453125
politics_people	2	cnn	0	precision	0.453125
politics_people	2	cnn	0	recall	1.0
politics_people	2	cnn	1	loss	2.6092512607574463
politics_people	2	cnn	1	accuracy	0.453125
politics_people	2	cnn	1	precision	0.453125
politics_people	2	cnn	1	recall	1.0
politics_people	2	cnn	2	loss	3.6365774154663084
politics_people	2	cnn	2	accuracy	0.546875
politics_people	2	cnn	2	precision	nan
politics_people	2	cnn	2	recall	0.006451612710952759
politics_people	2	cnn	3	loss	3.3403674125671388
politics_people	2	cnn	3	accuracy	0.453125
politics_people	2	cnn	3	precision	0.453125
politics_people	2	cnn	3	recall	1.0
politics_people	2	cnn	4	loss	3.859933280944824
politics_people	2	cnn	4	accuracy	0.546875
politics_people	2	cnn	4	precision	nan
politics_people	2	cnn	4	recall	0.006451612710952759
politics_people	2	cnn	test	loss	3.7244324684143066
politics_people	2	cnn	test	accuracy	0.4895833333333333
politics_people	2	cnn	test	precision	nan
politics_people	2	cnn	test	recall	0.0
politics_people	2	wordembavg_2linear	0	loss	0.6959491848945618
politics_people	2	wordembavg_2linear	0	accuracy	0.546875
politics_people	2	wordembavg_2linear	0	precision	nan
politics_people	2	wordembavg_2linear	0	recall	0.0
politics_people	2	wordembavg_2linear	1	loss	0.6867774248123169
politics_people	2	wordembavg_2linear	1	accuracy	0.546875
politics_people	2	wordembavg_2linear	1	precision	nan
politics_people	2	wordembavg_2linear	1	recall	0.0
politics_people	2	wordembavg_2linear	2	loss	0.6888424038887024
politics_people	2	wordembavg_2linear	2	accuracy	0.546875
politics_people	2	wordembavg_2linear	2	precision	nan
politics_people	2	wordembavg_2linear	2	recall	0.0
politics_people	2	wordembavg_2linear	3	loss	0.6896480798721314
